,nvarsOrig,nclausesOrig,nvars,nclauses,reducedVars,reducedClauses,vars_clauses_ratio,POSNEG_RATIO_CLAUSE_mean,POSNEG_RATIO_CLAUSE_coeff_variation,POSNEG_RATIO_CLAUSE_min,POSNEG_RATIO_CLAUSE_max,POSNEG_RATIO_CLAUSE_entropy,VCG_CLAUSE_mean,VCG_CLAUSE_coeff_variation,VCG_CLAUSE_min,VCG_CLAUSE_max,VCG_CLAUSE_entropy,UNARY,BINARYp,TRINARYp,VCG_VAR_mean,VCG_VAR_coeff_variation,VCG_VAR_min,VCG_VAR_max,VCG_VAR_entropy,POSNEG_RATIO_VAR_mean,POSNEG_RATIO_VAR_stdev,POSNEG_RATIO_VAR_min,POSNEG_RATIO_VAR_max,POSNEG_RATIO_VAR_entropy,HORNY_VAR_mean,HORNY_VAR_coeff_variation,HORNY_VAR_min,HORNY_VAR_max,HORNY_VAR_entropy,horn_clauses_fraction,VG_mean,VG_coeff_variation,VG_min,VG_max,CG_mean,CG_coeff_variation,CG_min,CG_max,CG_entropy,cluster_coeff_mean,cluster_coeff_coeff_variation,cluster_coeff_min,cluster_coeff_max,cluster_coeff_entropy,DIAMETER_mean,DIAMETER_coeff_variation,DIAMETER_min,DIAMETER_max,DIAMETER_entropy,cl_num_mean,cl_num_coeff_variation,cl_num_min,cl_num_max,cl_num_q90,cl_num_q10,cl_num_q75,cl_num_q25,cl_num_q50,cl_size_mean,cl_size_coeff_variation,cl_size_min,cl_size_max,cl_size_q90,cl_size_q10,cl_size_q75,cl_size_q25,cl_size_q50,SP_bias_mean,SP_bias_coeff_variation,SP_bias_min,SP_bias_max,SP_bias_q90,SP_bias_q10,SP_bias_q75,SP_bias_q25,SP_bias_q50,SP_unconstraint_mean,SP_unconstraint_coeff_variation,SP_unconstraint_min,SP_unconstraint_max,SP_unconstraint_q90,SP_unconstraint_q10,SP_unconstraint_q75,SP_unconstraint_q25,SP_unconstraint_q50,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q10,saps_FirstLocalMinStep_Q90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q10,gsat_FirstLocalMinStep_Q90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,lobjois_mean_depth_over_vars,lobjois_log_num_nodes_over_vars
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_399.cnf,0.002818577557859134,0.012384275494459251,0.005249803132382535,0.01270500453300459,0.0,0.0,0.01716738197424893,1.0,0.0,1.0,0.0,0.0,0.062303515290082885,0.39858259131382884,0.028293798228065166,0.29979994284081163,0.13283553513306529,0.0,0.01253411503082988,0.9218,0.062303515290082885,0.05238293125697163,0.029859659599880566,0.04089114495205865,0.75327933264825,0.3042968333511035,0.3700378071833648,0.254,0.8411,0.838198911429985,0.06076519129782445,0.05907075253160368,0.006001500375093774,0.05754716981132075,0.7439641713844164,0.07036923391633425,0.026837806301050177,9.512937595129377E-4,0.0279027902790279,0.024515086206896547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9490986923514285E-4,0.8819742489270386,0.0,0.0013192612137203166,0.0932635503942137,0.9410809439228622,0.006229878329221892,0.9233116354759967,0.950414895770087,0.950414895770087,0.9233116354759967,0.950414895770087,0.9231238560097621,0.9476779557899007,0.16178065374950837,0.004632182640344105,0.16116662639908538,0.09782126710336447,0.09782126710336447,0.16116662639908538,0.09782126710336447,0.16116662639908538,0.0970645473732424,0.7236037505095801,0.012225172851025144,0.6681993156544055,0.9811,0.7882,0.6702808756712102,0.7281,0.6679396984924623,0.6913505920128435,0.0,0.1433128709599522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.327295443013146E-4,0.004861769794282926,0.01199344699957527,0.11291998614478697,0.011660516605166052,0.010515086863761049,0.013136531365313652,0.1307290215612266,0.1641953264498098,0.5534165799514396,0.002461654989585306,7.384643640918894E-4,0.018945762711864406,0.01122123712336984,0.07566534541336353,0.0111467288357861,0.01058444546709618,0.013173132599884192,0.1463285886799478,0.042176059935297126,0.03986676783394848,0.0020121294564416485,0.6455227716664953,0.7899003176689671
./SAT03/handmade/anton/UNSAT/SGI_30_80_17_90_7-log.shuffled-as.sat03-190.cnf,0.0010178196736713538,0.017052999485668865,0.001895762242249249,0.01749463954219052,0.0,0.0,0.004486929379633243,0.0026444532592886445,0.7015081509894516,0.0,0.0,0.46066994132896716,0.3358102314947128,0.006178448119207705,0.16776221777650757,0.3358102314947128,0.003446295232624928,0.0,0.0,0.0,0.3358102314947128,0.012445047133702238,0.3036727381307853,0.18302312464749013,0.19917790001813457,0.06738458257810002,0.06379962192816635,0.0326,0.0919,0.38976461440588106,0.008252063015753939,0.03914885167780793,0.003000750187546887,0.007547169811320754,0.3696245249396811,3.068425897514574E-4,0.008168028004667444,0.0,0.0087008700870087,0.007273706896551723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5939609236234459,0.03002048751933771,0.5551261187957689,0.6794171220400729,0.6794171220400729,0.5551261187957689,0.6128314106456183,0.5605043725849095,0.5686473331981342,0.0876418580015945,0.0642991066504908,0.07797636016006469,0.055597638235198435,0.055597638235198435,0.07797636016006469,0.05500332890077621,0.08186718856860892,0.053740421565129,0.12505095801059926,0.04686714993181655,0.045872540633019675,0.1732,0.1729,0.04595208591491119,0.1593,0.09125628140703518,0.14639775235801725,0.991579791499599,3.1773871709815587E-5,0.9905773857257417,0.4952,0.49949535728704075,0.9911788291900561,0.5273425007994883,0.9911788291900561,0.9897938763257955,1.4314618431768853E-4,0.0030601630252316677,0.0013737637279291307,0.24084978639879923,0.0013284132841328412,0.0010667479427003963,0.0016236162361623616,0.009714411790976003,0.2989674714696064,0.44068678459937566,0.07773149024805909,2.700031081933861E-4,0.002928813559322034,9.091250325151753E-4,0.14545583238958099,8.742532420224392E-4,9.203865623561896E-4,0.0015923566878980893,0.006041655950167667,0.10653839604971907,0.024730256304736423,0.024939069319276766,0.5942222679140536,0.675320407492606
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden3k/VanDerWaerden_2-3-20_389.cnf,0.005778083993611224,0.024150769158834805,0.010762096421384199,0.024776227868624413,0.0,0.0,0.01716738197424893,1.0,0.0,1.0,0.0,0.0,0.03315232923692484,0.3910230783209159,0.02172049156901972,0.1466133180908831,0.11717403790924756,0.0,0.0,0.9085,0.03315232923692484,0.05719472452483542,0.015527022991937893,0.021996615905245348,0.7375476032158615,0.2466147776948502,0.37665406427221165,0.2508,0.8131,0.7043896232416766,0.03525881470367592,0.061453438348004506,0.0037509377344336083,0.029716981132075472,0.7034835128443695,0.08397258872864886,0.023045507584597436,0.03396118721461188,0.021902190219021903,0.024784482758620687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013274472425671385,0.15718884120171672,0.0,0.0013192612137203166,0.010175430714975628,0.07438134483633596,0.07145545009825646,0.06204231082180635,0.1135397692774742,0.10119409026512852,0.06387306753458095,0.07609795587937665,0.0652837095790116,0.07016832285540459,0.21962109271301655,0.07179883092533364,0.20141758930561218,0.1597828824053953,0.15084698046028747,0.2086048199229504,0.13202735564879495,0.21223231113332575,0.13005204561529077,0.7033224622910722,0.012703653197444915,0.6782506415739948,0.9785,0.7643,0.6640850888062784,0.7046,0.6501507537688442,0.6588400561910495,0.0,0.15402702050050202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.977336591065117E-4,0.0034564431292185027,0.02279731205630726,0.10056575453180926,0.022287822878228784,0.02072538860103627,0.024206642066420665,0.12430046238541662,0.14370002329011722,0.5532431494970518,0.001893580761219466,0.0016150172834389805,0.0030508474576271187,0.02160365940132935,0.05152887882219707,0.02141920442954976,0.020862095413406966,0.02388535031847134,0.1438999238210014,0.03441171462625575,0.03987962808163685,4.8177747548602845E-4,0.6942531099002776,0.7742359513637858
./SAT09/CRAFTED/rbsat/random/unforced/rbsat-v2100c215164g9.cnf,0.021217625504995147,0.06524641137139384,0.03791524484498498,0.06584548930067012,7.743531273095964E-4,3.0017628534575764E-4,0.022239563012095204,0.994182202829565,0.016127626187777872,0.6,0.0,0.07671578660117341,0.0068591026007430705,0.5913865164455752,0.00400114318376679,0.09917119176907686,0.09044610377177867,0.0,0.95410896593551,0.9439,0.0068591026007430705,0.0465431639727915,0.003284562555986862,0.005499153976311336,0.8018799492232364,0.19266446316238406,0.09640831758034027,0.1622,0.3544,0.6573360665394311,0.010502625656414103,0.033638890727381035,0.005251312828207052,0.010377358490566037,0.7546244460914955,0.9558146670757901,0.008459743290548426,0.09945776255707764,0.0042004200420042,0.012392241379310344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013377479014079798,0.0,0.0013477088948787063,0.0013192612137203166,0.0,0.05338746511037808,0.10590793159677217,0.02115541090317331,0.0933009512244485,0.06132361870066788,0.04231082180634662,0.05909734871483505,0.04616636160260321,0.052322044210099374,0.21913063783422626,0.14150215065622587,0.18753912240535092,0.17835684228080553,0.17254362601957993,0.1942806399008693,0.13326362153151977,0.20071322621730603,0.1290752777307425,0.8479412963717896,0.002272781645493911,0.8298759623609923,0.8837,0.8508,0.8380834365964477,0.8422,0.8260301507537688,0.8350391330523781,0.0,0.47936604771164576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8052609809866146E-4,0.01759226813485999,0.09111309993325648,0.16672439672093292,0.09055350553505535,0.08960682718683328,0.09313653136531365,0.2095806116358814,0.07864296250291126,0.5608740894901145,9.46790380609733E-4,0.009790385321792203,0.11048813559322034,0.0872656917396338,0.09187429218573047,0.08800815969692555,0.08958429206933578,0.09177764910248987,0.2521457492853626,0.021147624723310065,0.04162862176725523,0.02454231139828827,0.7546005962784003,0.864388213385913
./SAT11/crafted/spence/sgen/sgen3-n200-s39840374-sat.cnf,0.002818577557859134,2.191751998877823E-4,0.005249803132382535,2.2485141818286475E-4,0.0,0.0,0.811744049941475,0.2959143197143991,0.8721994595065817,0.0,0.0,0.38337426661208895,0.035438696770505866,0.16252952934762857,0.028293798228065166,0.07116318948270936,0.17254451464675474,0.0,0.8423127463863338,0.8333,0.035438696770505866,0.0,0.03732457449985071,0.017202481669486746,0.0,0.3553683761595053,0.0,0.6666,0.3333,0.0,0.05476369092273068,0.050979548613409226,0.015753938484621154,0.0580188679245283,0.2117389178874994,0.6807814257952338,0.07234539089848308,0.011700913242009134,0.06240624062406241,0.0668103448275862,0.043007425742574254,0.19059390116564023,0.04052734375,0.1122778675282714,0.07614702154626109,0.5941807044410413,0.2007903185971845,0.23800000000000002,0.40828825150556297,0.11425818393894058,0.0033141366509481292,0.5987124463519313,0.0026954177897574125,0.00395778364116095,0.15546171297648195,0.9187854250190307,0.003679391227996822,0.911513425549227,0.92916413681441,0.92916413681441,0.911513425549227,0.9224853268569115,0.9123449257677445,0.919894544717096,0.1550727990997106,0.08084261608029117,0.1380837148100755,0.1049893549463828,0.1049893549463828,0.1380837148100755,0.09744931143371748,0.14867685841279257,0.09350791340810531,0.594374235629841,1.1962008660494271E-5,0.623502994011976,0.5833,0.5832,0.6021272201569599,0.5832,0.5860301507537689,0.5851896447922939,0.4601042502004812,6.354774341963117E-6,0.4599037690457097,0.2295,0.23163100524828423,0.4601042502004812,0.2446434282059482,0.4601042502004812,0.45927556533920355,1.4972774060950284E-4,0.0042434994468590215,0.007864252775923791,0.14005311164992496,0.007675276752767528,0.006705272782688205,0.008856088560885609,0.005351414691162388,0.1553450819035789,0.4427679500520293,0.027740958151865176,1.900330598751071E-4,0.004154237288135593,0.007196059241079376,0.08578708946772368,0.00713973480984992,0.006749501457278723,0.008685581933989578,0.0032829229220402256,0.0558317725183041,0.027700973520750002,0.008331916340758375,0.66156060450293,0.8164092452623508
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q255-n25-p30-s39712998.cnf,0.010115561679872225,0.026378758124094077,0.018111820806719747,0.026662581366233194,7.24215155037752E-4,2.710682819182902E-4,0.026921576277799456,0.997884437392569,0.009589399354894952,0.8947,0.0,0.0375221721926593,0.012289225492998,0.668835180810467,0.008573878250928837,0.2314947127750786,0.06670495883591805,0.0,0.9825128879005357,0.972,0.012289225492998,0.045952625708099125,0.006569125111973724,0.008460236886632826,0.723614217493804,0.4007889966947436,0.15831758034026466,0.4042,0.5072,0.7033764520157394,0.02250562640660165,0.041763187504136615,0.010502625656414103,0.021226415094339625,0.7268698847239525,0.9845555896491767,0.04171528588098016,0.0,0.043204320432043204,0.03825431034482758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48469931489469675,0.3156750428565455,0.06427990235964198,0.9382716049382716,0.9382716049382716,0.06427990235964198,0.9382716049382716,0.19341061622940817,0.7398093692962888,0.29387792147693814,0.12793647292378957,0.24297842041144518,0.2011409202214007,0.2011409202214007,0.24297842041144518,0.2011409202214007,0.2858086390793254,0.18765342851163166,0.9048104362005708,0.0024282877580803367,0.8708297690333618,0.9225,0.9092,0.8931226765799256,0.9017,0.8805025125628141,0.8934376881396748,0.0,0.24735323648657234,0.0,0.0012,0.0,0.0,0.0,0.0,0.0,5.167235916919311E-4,0.2181888898469735,0.04493902069049208,0.08243851749220645,0.04383763837638376,0.04251752514477294,0.04619926199261993,0.183305029454371,0.1102398882074373,0.5655567117585849,0.043836394622230636,5.638639553173654E-4,0.0036728813559322037,0.04300459645180386,0.032417893544733865,0.04298411773276992,0.042951372909955515,0.045744064852345105,0.19466734762363166,0.02479141835518475,0.040213994521534485,5.667970299835629E-5,0.869332785031356,0.9511447036915325
./SAT11/crafted/skvortsov/battleship/battleship-15-15-unsat.cnf,0.003210046663117347,9.90671903492776E-4,0.005978942456324555,0.0010163284101865487,0.0,0.0,0.24268435427233712,1.0,0.0,1.0,0.0,0.0,0.04572735067162047,0.4310376158459022,0.025150042869391258,0.19034009717062017,0.14428489373923034,0.0,0.8844637622561408,0.875,0.04572735067162047,0.0,0.0480740519558077,0.022278623801466436,0.0,0.036784305363045104,0.0,0.069,0.0345,0.0,0.05851462865716429,0.0,0.05851462865716429,0.035849056603773584,0.0,0.8853431522962054,0.2590431738623104,0.0,0.26672667266726674,0.23895474137931033,0.09034653465346536,0.24163061776802264,0.08154296875,0.31421647819063003,0.06367553865652725,0.09800918836140889,0.1949864163991109,0.023749999999999997,0.06583648055527203,0.09554479296092502,0.0013377479014079798,0.0,0.0013477088948787063,0.0013192612137203166,0.0,0.9946714031971581,0.001965129405861939,0.9918633034987795,0.9979761181946974,0.9979761181946974,0.9918633034987795,0.9979761181946974,0.9916615822656091,0.9922936524031637,0.32777044155000784,0.07069593029668028,0.30787399528123605,0.21453106816087647,0.21453106816087647,0.30787399528123605,0.21453106816087647,0.30787399528123605,0.19152489272332263,0.7619241744802283,2.3924017320988543E-5,0.7990804106073567,0.7478,0.7478,0.771788517141677,0.7477,0.7512562814070353,0.7501505117399158,0.06054530874097835,1.143859381553361E-4,0.06054530874097835,0.0304,0.03058134840532903,0.06054530874097835,0.03229932842980492,0.06054530874097835,0.06043626175705424,3.176011325308397E-4,0.0014310114866191252,0.012625310964140525,0.10968710310587693,0.012250922509225092,0.011124657116732703,0.013726937269372694,0.019060311218450938,0.10131200993711668,0.5305237599722512,0.006816890740390077,6.700888189807009E-4,0.0015338983050847458,0.011790597743209494,0.06667610419026049,0.011656709893632522,0.011198036508666973,0.013462651997683844,0.015286014172723019,0.047607696237016855,0.0376805257269255,0.0021821685654367174,0.8210136732805592,0.854529521305729
./SAT11/crafted/skvortsov/battleship/battleship-10-10-unsat.cnf,0.0012527011368262816,2.60087903866835E-4,0.0023332458366144603,2.6682368291033285E-4,0.0,0.0,0.3534920015606711,1.0,0.0,1.0,0.0,0.0,0.098313803943984,0.32462293294566597,0.05687339239782795,0.28551014575593026,0.18154317442083096,0.0,0.8270494288891136,0.8182,0.098313803943984,0.0,0.10301582561958796,0.048223350253807105,0.0,0.05608273803177311,0.0,0.1052,0.0526,0.0,0.12303075768942237,0.0,0.12303075768942237,0.07641509433962265,0.0,0.8272476219699295,0.37631271878646444,0.0,0.38733873387338735,0.34725215517241376,0.18409653465346534,0.17580497368252815,0.177734375,0.44049542272482495,0.08011829319814111,0.13935681470137826,0.21295381575697703,0.05499999999999999,0.09717260385832398,0.1202170550498263,0.0013377479014079798,0.0,0.0013477088948787063,0.0013192612137203166,0.0,0.9956356254757676,0.0010034703349082242,0.9938974776240846,0.9951426836672739,0.9951426836672739,0.9938974776240846,0.9951426836672739,0.9973561114500712,0.9961468262015818,0.14610484655494863,0.03099150766515937,0.13964371073644505,0.09065010524654743,0.09065010524654743,0.13964371073644505,0.09065010524654743,0.14590585226442293,0.08902241494011694,0.6850794944965349,1.1962008660494271E-5,0.718562874251497,0.6724,0.6723,0.6940313919867823,0.6722,0.6754773869346734,0.6744932771422838,0.10605453087409783,7.625729210355739E-5,0.10585404971932638,0.053,0.053492127573677835,0.10585404971932638,0.056390576697580214,0.10585404971932638,0.10586351811086653,1.771903342586315E-4,0.0017539063861639536,0.004945755718706389,0.17769310703152064,0.004870848708487085,0.003962206644315757,0.005756457564575645,0.013786976193391504,0.13057992391895037,0.5176899063475549,0.015716720318121567,3.6826911303463277E-4,0.001264406779661017,0.004397103290396993,0.10645526613816535,0.004371266210112196,0.003988341770210155,0.005645628257093225,0.012297641880323038,0.04799931891707817,0.03638164071040008,0.0046193957943660375,0.7762927932558856,0.7999780917953774
./SAT11/crafted/anton/SRHD-SGI/srhd-sgi-m27-q225-n25-p30-s70617701.cnf,0.010193855500923867,0.02961378407443774,0.018257648671508152,0.02997839027970317,7.186442692297693E-4,2.437795287050395E-4,0.023995317986734297,0.9972233240777469,0.010722692005927993,0.8667,0.0,0.0456064947468959,0.012860817376393255,0.6640741413774305,0.008573878250928837,0.22977993712489284,0.07064905226881103,0.0,0.9772566461134136,0.9668,0.012860817376393255,0.04258437042059448,0.00686772170797253,0.008319232938522278,0.7018376352535814,0.34438639513807445,0.1483931947069943,0.2,0.4657,0.6747720364741641,0.02250562640660165,0.036054669402342976,0.010502625656414103,0.019339622641509437,0.6628293882957752,0.9792369847601514,0.037339556592765465,0.0,0.03870387038703871,0.03421336206896551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6409202334432884,0.25810093239118614,0.08197721724979658,0.9356405585913783,0.9356405585913783,0.08197721724979658,0.9356405585913783,0.08196054504779338,0.901642668829852,0.29823235971009043,0.07146796073673763,0.28254888250005006,0.19565713577227298,0.19565713577227298,0.28254888250005006,0.19565713577227298,0.28254888250005006,0.17235073165370926,0.8942111699959233,0.002607717887987751,0.8427074422583405,0.9205,0.8998,0.8834159438248658,0.8904,0.8730653266331658,0.8821994782259682,0.0,0.23547616324144327,0.0,2.0E-4,0.0,0.0,0.0,0.0,0.0,0.0010690072019751064,0.2506985354147823,0.045174139918694255,0.08440133933725898,0.04398523985239852,0.04297470283450168,0.04664206642066421,0.19562505434522212,0.09308283518360376,0.5553243149497052,0.05491384207536452,6.866046283825149E-4,0.004655932203389831,0.04358209225531975,0.05152887882219707,0.04371266210112196,0.04371836171191901,0.04617834394904458,0.22309607616920066,0.01864464498552699,0.040213994521534485,1.4169925749589073E-4,0.8361262465302766,0.9468726037901194
./SAT11/crafted/kullmann/VanDerWaerden/VanderWaerden_pd_3k/VanDerWaerden_pd_2-3-21_404.cnf,0.002849895086279791,0.0128103520830411,0.005308134278297897,0.01314211568995208,0.0,0.0,0.016777214202106906,1.0,0.0,1.0,0.0,0.0,0.06316090311517578,0.4015991277485008,0.028008002286367538,0.2969419834238354,0.11855255600229753,0.0,0.0030324471848781967,0.9169,0.06316090311517578,0.05430764856411715,0.029859659599880566,0.0413141567963903,0.7496675330955691,0.2720972385115684,0.3683837429111531,0.2566,0.8273,0.792676892627412,0.06451612903225806,0.05948441326361771,0.006751687921980495,0.0580188679245283,0.7360005046283885,0.07538099621560805,0.026254375729288217,0.0010464231354642315,0.027002700270027002,0.023976293103448273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5303835992107266E-4,0.8079399141630902,0.0,0.0013192612137203166,0.07989847031604483,0.9402013093123572,0.0074842162478571716,0.9300244100895037,0.9611414693381907,0.9611414693381907,0.9300244100895037,0.9611414693381907,0.9298352654057352,0.9276008923139323,0.1949065983864844,0.08966582110951804,0.17277860372481518,0.12564775234515232,0.12564775234515232,0.17277860372481518,0.12564775234515232,0.17277860372481518,0.12200069114076909,0.7194251936404403,0.012141438790401686,0.6726903336184773,0.9816,0.7737,0.6656340355225113,0.7239,0.661105527638191,0.6865342163355408,0.0,0.14868265527891106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2509903248777281E-4,0.005243372857381359,0.012011801468357503,0.1137282069045145,0.011660516605166052,0.010515086863761049,0.013136531365313652,0.1321859171491931,0.16567036720751493,0.5537634408602151,0.0023669759515243323,8.251029000386169E-4,0.0671406779661017,0.011275174705625383,0.07035673839184599,0.011219583272621302,0.010891240987881577,0.01288361320208454,0.15145842365811063,0.03843010386514559,0.03973816535706477,0.00932381114322961,0.6909632980363936,0.7998685507722643
